wardname,lganame,statename
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Guda,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi West,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Dingis,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Zurgwai,Warji,Bauchi
Dagu,Warji,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Kariya B,Ganjuwa,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Tiffi,Ningi,Bauchi
Dagu,Warji,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Dagu,Warji,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Dagu,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Dagu,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Wando,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Ningi East,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Tiffi,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Dingis,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Balma,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Dingis,Ningi,Bauchi
Dingis,Ningi,Bauchi
Balma,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Tudun Wada,Warji,Bauchi
Nasaru B,Ningi,Bauchi
Tudun Wada,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Nasaru B,Ningi,Bauchi
Nasaru B,Ningi,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Nasaru B,Ningi,Bauchi
Tudun Wada,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Dallaji,Warji,Bauchi
Wando,Warji,Bauchi
Wando,Warji,Bauchi
Dallaji,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dagu,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Dallaji,Warji,Bauchi
Nasaru B,Ningi,Bauchi
Tudun Wada,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Tudun Wada,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Ranga A,Warji,Bauchi
Dallaji,Warji,Bauchi
Dallaji,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Kariya B,Ganjuwa,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Miya A,Ganjuwa,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Miya A,Ganjuwa,Bauchi
Miya A,Ganjuwa,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Zurgwai,Warji,Bauchi
Baima,Warji,Bauchi
Zurgwai,Warji,Bauchi
Zurgwai,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Tiyin B,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Tiyin B,Warji,Bauchi
Baima,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Baima,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Dagu,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Baima,Warji,Bauchi
Tiyin B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga B,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin B,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Ranga A,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Ranga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga B,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Tiyin A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Tiyin B,Warji,Bauchi
Balma,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Nasaru A,Ningi,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Gabanga A,Warji,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Bukul,Shira,Bauchi
Disina B,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bukul,Shira,Bauchi
Bangire,Shira,Bauchi
Bangire,Shira,Bauchi
Bukul,Shira,Bauchi
Bangire,Shira,Bauchi
Bukul,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Bangire,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Bukul,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Disina A,Shira,Bauchi
Andubun,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Disina B,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo A,Shira,Bauchi
Faggo B,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina B,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina B,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Dango,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Faggo B,Shira,Bauchi
Dango,Shira,Bauchi
Faggo B,Shira,Bauchi
Faggo B,Shira,Bauchi
Dango,Shira,Bauchi
Faggo B,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Andubun,Shira,Bauchi
Sambuwal,Shira,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Disina A,Shira,Bauchi
Sambuwal,Shira,Bauchi
Disina A,Shira,Bauchi
Disina A,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Hanafari,Jama'Are,Bauchi
Lariye,Jama'Are,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Dango,Shira,Bauchi
Sambuwal,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Dango,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Lariye,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Sambuwal,Shira,Bauchi
Hanafari,Jama'Are,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
Sambuwal,Shira,Bauchi
